Bulbasaur:Bulbasaur(1), Grass/Poison Type, HP 45, Attack 49, Defense 49, Sp. Attack 65, Sp. Defense 65, Speed 45§
Swirlix:Swirlix(684), Fairy Type, HP 62, Attack 48, Defense 66, Sp. Attack 59, Sp. Defense 57, Speed 49§
Slurpuff:Slurpuff(685), Fairy Type, HP 82, Attack 80, Defense 86, Sp. Attack 85, Sp. Defense 75, Speed 72§
Inkay:Inkay(686), Dark/Psychic Type, HP 53, Attack 54, Defense 53, Sp. Attack 37, Sp. Defense 46, Speed 45§
Malamar:Malamar(687), Dark/Psychic Type, HP 86, Attack 92, Defense 88, Sp. Attack 68, Sp. Defense 75, Speed 73§
Binacle:Binacle(688), Rock/Water Type, HP 42, Attack 52, Defense 67, Sp. Attack 39, Sp. Defense 56, Speed 50§
Barbaracle:Barbaracle(689), Rock/Water Type, HP 72, Attack 105, Defense 115, Sp. Attack 54, Sp. Defense 86, Speed 68§
Skrelp:Skrelp(690), Poison/Water Type, HP 50, Attack 60, Defense 60, Sp. Attack 60, Sp. Defense 60, Speed 30§
Dragalge:Dragalge(691), Poison/Dragon Type, HP 65, Attack 75, Defense 90, Sp. Attack 97, Sp. Defense 123, Speed 44§
Clauncher:Clauncher(692), Water Type, HP 50, Attack 53, Defense 62, Sp. Attack 58, Sp. Defense 63, Speed 44§
Clawitzer:Clawitzer(693), Water Type, HP 71, Attack 73, Defense 88, Sp. Attack 120, Sp. Defense 89, Speed 59§
Helioptile:Helioptile(694), Electric/Normal Type, HP 44, Attack 38, Defense 33, Sp. Attack 61, Sp. Defense 43, Speed 70§
Heliolisk:Heliolisk(695), Electric/Normal Type, HP 62, Attack 55, Defense 52, Sp. Attack 109, Sp. Defense 94, Speed 109§
Tyrunt:Tyrunt(696), Rock/Dragon Type, HP 58, Attack 89, Defense 77, Sp. Attack 45, Sp. Defense 45, Speed 48§
Tyrantrum:Tyrantrum(697), Rock/Dragon Type, HP 82, Attack 121, Defense 119, Sp. Attack 69, Sp. Defense 59, Speed 71§
Amaura:Amaura(698), Rock/Ice Type, HP 77, Attack 59, Defense 50, Sp. Attack 67, Sp. Defense 63, Speed 46§
Aurorus:Aurorus(699), Rock/Ice Type, HP 123, Attack 77, Defense 72, Sp. Attack 99, Sp. Defense 92, Speed 58§
Sylveon:Sylveon(700), Fairy Type, HP 95, Attack 65, Defense 65, Sp. Attack 110, Sp. Defense 130, Speed 60§
Hawlucha:Hawlucha(701), Fighting/Flying Type, HP 78, Attack 92, Defense 75, Sp. Attack 74, Sp. Defense 63, Speed 118§
Dedenne:Dedenne(702), Electric/Fairy Type, HP 67, Attack 58, Defense 57, Sp. Attack 81, Sp. Defense 67, Speed 101§
Carbink:Carbink(703), Rock/Fairy Type, HP 50, Attack 50, Defense 150, Sp. Attack 50, Sp. Defense 150, Speed 50§
Goomy:Goomy(704), Dragon Type, HP 45, Attack 50, Defense 35, Sp. Attack 55, Sp. Defense 75, Speed 40§
Sliggoo:Sliggoo(705), Dragon Type, HP 68, Attack 75, Defense 53, Sp. Attack 83, Sp. Defense 113, Speed 60§
Goodra:Goodra(706), Dragon Type, HP 90, Attack 100, Defense 70, Sp. Attack 110, Sp. Defense 150, Speed 80§
Klefki:Klefki(707), Steel/Fairy Type, HP 57, Attack 80, Defense 91, Sp. Attack 80, Sp. Defense 87, Speed 75§
Phantump:Phantump(708), Ghost/Grass Type, HP 43, Attack 70, Defense 48, Sp. Attack 50, Sp. Defense 60, Speed 38§
Trevenant:Trevenant(709), Ghost/Grass Type, HP 85, Attack 110, Defense 76, Sp. Attack 65, Sp. Defense 82, Speed 56§
Pumpkaboo:Pumpkaboo(710), Ghost/Grass Type, HP 49, Attack 66, Defense 70, Sp. Attack 44, Sp. Defense 55, Speed 51§
Gourgeist:Gourgeist(711), Ghost/Grass Type, HP 65, Attack 90, Defense 122, Sp. Attack 58, Sp. Defense 75, Speed 84§
Bergmite:Bergmite(712), Ice Type, HP 55, Attack 69, Defense 85, Sp. Attack 32, Sp. Defense 35, Speed 28§
Avalugg:Avalugg(713), Ice Type, HP 95, Attack 117, Defense 184, Sp. Attack 44, Sp. Defense 46, Speed 28§
Noibat:Noibat(714), Flying/Dragon Type, HP 40, Attack 30, Defense 35, Sp. Attack 45, Sp. Defense 40, Speed 55§
Noivern:Noivern(715), Flying/Dragon Type, HP 85, Attack 70, Defense 80, Sp. Attack 97, Sp. Defense 80, Speed 123§
Xerneas:Xerneas(716), Fairy Type, HP 126, Attack 131, Defense 95, Sp. Attack 131, Sp. Defense 98, Speed 99§
Yveltal:Yveltal(717), Dark/Flying Type, HP 126, Attack 131, Defense 95, Sp. Attack 131, Sp. Defense 98, Speed 99§
Zygarde:Zygarde(718), Dragon/Ground Type, HP 108, Attack 100, Defense 121, Sp. Attack 81, Sp. Defense 95, Speed 95§
Diancie:Diancie(719), Rock/Fairy Type, HP 50, Attack 100, Defense 150, Sp. Attack 100, Sp. Defense 150, Speed 50§
Hoopa:Hoopa(720), Psychic/Ghost Type, HP 80, Attack 110, Defense 60, Sp. Attack 150, Sp. Defense 130, Speed 70§
Volcanion:Volcanion(721), Fire/Water Type, HP 80, Attack 110, Defense 120, Sp. Attack 130, Sp. Defense 90, Speed 70§
Rowlet:Rowlet(722), Grass/Flying Type, HP 68, Attack 55, Defense 55, Sp. Attack 50, Sp. Defense 50, Speed 42§
Dartrix:Dartrix(723), Grass/Flying Type, HP 78, Attack 75, Defense 75, Sp. Attack 70, Sp. Defense 70, Speed 52§
Decidueye:Decidueye(724), Grass/Ghost Type, HP 78, Attack 107, Defense 75, Sp. Attack 100, Sp. Defense 100, Speed 70§
Litten:Litten(725), Fire Type, HP 45, Attack 65, Defense 40, Sp. Attack 60, Sp. Defense 40, Speed 70§
Torracat:Torracat(726), Fire Type, HP 65, Attack 85, Defense 50, Sp. Attack 80, Sp. Defense 50, Speed 90§
Incineroar:Incineroar(727), Fire/Dark Type, HP 95, Attack 115, Defense 90, Sp. Attack 80, Sp. Defense 90, Speed 60§
Popplio:Popplio(728), Water Type, HP 50, Attack 54, Defense 54, Sp. Attack 66, Sp. Defense 56, Speed 40§
Brionne:Brionne(729), Water Type, HP 60, Attack 69, Defense 69, Sp. Attack 91, Sp. Defense 81, Speed 50§
Primarina:Primarina(730), Water/Fairy Type, HP 80, Attack 74, Defense 74, Sp. Attack 126, Sp. Defense 116, Speed 60§
Pikipek:Pikipek(731), Normal/Flying Type, HP 35, Attack 75, Defense 30, Sp. Attack 30, Sp. Defense 30, Speed 65§
Trumbeak:Trumbeak(732), Normal/Flying Type, HP 55, Attack 85, Defense 50, Sp. Attack 40, Sp. Defense 50, Speed 75§
Toucannon:Toucannon(733), Normal/Flying Type, HP 80, Attack 120, Defense 75, Sp. Attack 75, Sp. Defense 75, Speed 60§
Yungoos:Yungoos(734), Normal Type, HP 48, Attack 70, Defense 30, Sp. Attack 30, Sp. Defense 30, Speed 45§
Gumshoos:Gumshoos(735), Normal Type, HP 88, Attack 110, Defense 60, Sp. Attack 55, Sp. Defense 60, Speed 45§
Grubbin:Grubbin(736), Bug Type, HP 47, Attack 62, Defense 45, Sp. Attack 55, Sp. Defense 45, Speed 46§
Charjabug:Charjabug(737), Bug/Electric Type, HP 57, Attack 82, Defense 95, Sp. Attack 55, Sp. Defense 75, Speed 36§
Vikavolt:Vikavolt(738), Bug/Electric Type, HP 77, Attack 70, Defense 90, Sp. Attack 145, Sp. Defense 75, Speed 43§
Crabrawler:Crabrawler(739), Fighting Type, HP 47, Attack 82, Defense 57, Sp. Attack 42, Sp. Defense 47, Speed 63§
Crabominable:Crabominable(740), Fighting/Ice Type, HP 97, Attack 132, Defense 77, Sp. Attack 62, Sp. Defense 67, Speed 43§
Oricorio:Oricorio(741), Fire/Flying Type, HP 75, Attack 70, Defense 70, Sp. Attack 98, Sp. Defense 70, Speed 93§
Cutiefly:Cutiefly(742), Bug/Fairy Type, HP 40, Attack 45, Defense 40, Sp. Attack 55, Sp. Defense 40, Speed 84§
Ribombee:Ribombee(743), Bug/Fairy Type, HP 60, Attack 55, Defense 60, Sp. Attack 95, Sp. Defense 70, Speed 124§
Rockruff:Rockruff(744), Rock Type, HP 45, Attack 65, Defense 40, Sp. Attack 30, Sp. Defense 40, Speed 60§
Lycanroc:Lycanroc(745), Rock Type, HP 75, Attack 115, Defense 65, Sp. Attack 55, Sp. Defense 65, Speed 112§
Wishiwashi:Wishiwashi(746), Water Type, HP 45, Attack 20, Defense 20, Sp. Attack 25, Sp. Defense 25, Speed 40§
Mareanie:Mareanie(747), Poison/Water Type, HP 50, Attack 53, Defense 62, Sp. Attack 43, Sp. Defense 52, Speed 45§
Toxapex:Toxapex(748), Poison/Water Type, HP 50, Attack 63, Defense 152, Sp. Attack 53, Sp. Defense 142, Speed 35§
Mudbray:Mudbray(749), Ground Type, HP 70, Attack 100, Defense 70, Sp. Attack 45, Sp. Defense 55, Speed 45§
Mudsdale:Mudsdale(750), Ground Type, HP 100, Attack 125, Defense 100, Sp. Attack 55, Sp. Defense 85, Speed 35§
Dewpider:Dewpider(751), Water/Bug Type, HP 38, Attack 40, Defense 52, Sp. Attack 40, Sp. Defense 72, Speed 27§
Araquanid:Araquanid(752), Water/Bug Type, HP 68, Attack 70, Defense 92, Sp. Attack 50, Sp. Defense 132, Speed 42§
Fomantis:Fomantis(753), Grass Type, HP 40, Attack 55, Defense 35, Sp. Attack 50, Sp. Defense 35, Speed 35§
Lurantis:Lurantis(754), Grass Type, HP 70, Attack 105, Defense 90, Sp. Attack 80, Sp. Defense 90, Speed 45§
Morelull:Morelull(755), Grass/Fairy Type, HP 40, Attack 35, Defense 55, Sp. Attack 65, Sp. Defense 75, Speed 15§
Shiinotic:Shiinotic(756), Grass/Fairy Type, HP 60, Attack 45, Defense 80, Sp. Attack 90, Sp. Defense 100, Speed 30§
Salandit:Salandit(757), Poison/Fire Type, HP 48, Attack 44, Defense 40, Sp. Attack 71, Sp. Defense 40, Speed 77§
Salazzle:Salazzle(758), Poison/Fire Type, HP 68, Attack 64, Defense 60, Sp. Attack 111, Sp. Defense 60, Speed 117§
Stufful:Stufful(759), Normal/Fighting Type, HP 70, Attack 75, Defense 50, Sp. Attack 45, Sp. Defense 50, Speed 50§
Bewear:Bewear(760), Normal/Fighting Type, HP 120, Attack 125, Defense 80, Sp. Attack 55, Sp. Defense 60, Speed 60§
Bounsweet:Bounsweet(761), Grass Type, HP 42, Attack 30, Defense 38, Sp. Attack 30, Sp. Defense 38, Speed 32§
Steenee:Steenee(762), Grass Type, HP 52, Attack 40, Defense 48, Sp. Attack 40, Sp. Defense 48, Speed 62§
Tsareena:Tsareena(763), Grass Type, HP 72, Attack 120, Defense 98, Sp. Attack 50, Sp. Defense 98, Speed 72§
Comfey:Comfey(764), Fairy Type, HP 51, Attack 52, Defense 90, Sp. Attack 82, Sp. Defense 110, Speed 100§
Oranguru:Oranguru(765), Normal/Psychic Type, HP 90, Attack 60, Defense 80, Sp. Attack 90, Sp. Defense 110, Speed 60§
Passimian:Passimian(766), Fighting Type, HP 100, Attack 120, Defense 90, Sp. Attack 40, Sp. Defense 60, Speed 80§
Wimpod:Wimpod(767), Bug/Water Type, HP 25, Attack 35, Defense 40, Sp. Attack 20, Sp. Defense 30, Speed 80§
Golisopod:Golisopod(768), Bug/Water Type, HP 75, Attack 125, Defense 140, Sp. Attack 60, Sp. Defense 90, Speed 40§
Sandygast:Sandygast(769), Ghost/Ground Type, HP 55, Attack 55, Defense 80, Sp. Attack 70, Sp. Defense 45, Speed 15§
Palossand:Palossand(770), Ghost/Ground Type, HP 85, Attack 75, Defense 110, Sp. Attack 100, Sp. Defense 75, Speed 35§
Pyukumuku:Pyukumuku(771), Water Type, HP 55, Attack 60, Defense 130, Sp. Attack 30, Sp. Defense 130, Speed 5§
 Type: Type(772),  Null/Normal Type, HP 95, Defense 95, Sp. Attack 95, Sp. Defense 95, Speed 95§
Silvally:Silvally(773), Normal Type, HP 9595, Defense 95, Sp. Attack 95, Sp. Defense 95, Speed 95§
Minior:Minior(774), Rock/Flying Type, HP 6060, Defense 100, Sp. Attack 60, Sp. Defense 100, Speed 60§
Komala:Komala(775), Normal Type, HP 65115, Defense 65, Sp. Attack 75, Sp. Defense 95, Speed 65§
Turtonator:Turtonator(776), Fire/Dragon Type, HP 6078, Defense 135, Sp. Attack 91, Sp. Defense 85, Speed 36§
Togedemaru:Togedemaru(777), Electric/Steel Type, HP 6598, Defense 63, Sp. Attack 40, Sp. Defense 73, Speed 96§
Mimikyu:Mimikyu(778), Ghost/Fairy Type, HP 5590, Defense 80, Sp. Attack 50, Sp. Defense 105, Speed 96§
Bruxish:Bruxish(779), Water/Psychic Type, HP 68105, Defense 70, Sp. Attack 70, Sp. Defense 70, Speed 92§
Drampa:Drampa(780), Normal/Dragon Type, HP 7860, Defense 85, Sp. Attack 135, Sp. Defense 91, Speed 36§
Dhelmise:Dhelmise(781), Ghost/Grass Type, HP 70131, Defense 100, Sp. Attack 86, Sp. Defense 90, Speed 40§
Jangmo-o:Jangmo-o(782), Dragon Type, HP 4555, Defense 65, Sp. Attack 45, Sp. Defense 45, Speed 45§
Hakamo-o:Hakamo-o(783), Dragon/Fighting Type, HP 5575, Defense 90, Sp. Attack 65, Sp. Defense 70, Speed 65§
Kommo-o:Kommo-o(784), Dragon/Fighting Type, HP 75110, Defense 125, Sp. Attack 100, Sp. Defense 105, Speed 85§
TapuKoko:Tapu Koko(785), Electric/Fairy Type, HP 70115, Defense 85, Sp. Attack 95, Sp. Defense 75, Speed 130§
TapuLele:Tapu Lele(786), Psychic/Fairy Type, HP 7085, Defense 75, Sp. Attack 130, Sp. Defense 115, Speed 95§
TapuBulu:Tapu Bulu(787), Grass/Fairy Type, HP 70130, Defense 115, Sp. Attack 85, Sp. Defense 95, Speed 75§
TapuFini:Tapu Fini(788), Water/Fairy Type, HP 7075, Defense 115, Sp. Attack 95, Sp. Defense 130, Speed 85§
Cosmog:Cosmog(789), Psychic Type, HP 4329, Defense 31, Sp. Attack 29, Sp. Defense 31, Speed 37§
Cosmoem:Cosmoem(790), Psychic Type, HP 4329, Defense 131, Sp. Attack 29, Sp. Defense 131, Speed 37§
Solgaleo:Solgaleo(791), Psychic/Steel Type, HP 137137, Defense 107, Sp. Attack 113, Sp. Defense 89, Speed 97§
Lunala:Lunala(792), Psychic/Ghost Type, HP 137113, Defense 89, Sp. Attack 137, Sp. Defense 107, Speed 97§
Nihilego:Nihilego(793), Rock/Poison Type, HP 10953, Defense 47, Sp. Attack 127, Sp. Defense 131, Speed 103§
Buzzwole:Buzzwole(794), Bug/Fighting Type, HP 107139, Defense 139, Sp. Attack 53, Sp. Defense 53, Speed 79§
Pheromosa:Pheromosa(795), Bug/Fighting Type, HP 71137, Defense 37, Sp. Attack 137, Sp. Defense 37, Speed 151§
Xurkitree:Xurkitree(796), Electric Type, HP 8389, Defense 71, Sp. Attack 173, Sp. Defense 71, Speed 83§
Celesteela:Celesteela(797), Steel/Flying Type, HP 97101, Defense 103, Sp. Attack 107, Sp. Defense 101, Speed 61§
Kartana:Kartana(798), Grass/Steel Type, HP 59181, Defense 131, Sp. Attack 59, Sp. Defense 31, Speed 109§
Guzzlord:Guzzlord(799), Dark/Dragon Type, HP 223101, Defense 53, Sp. Attack 97, Sp. Defense 53, Speed 43§
Necrozma:Necrozma(800), Psychic Type, HP 97107, Defense 101, Sp. Attack 127, Sp. Defense 89, Speed 79§
Magearna:Magearna(801), Steel/Fairy Type, HP 8095, Defense 115, Sp. Attack 130, Sp. Defense 115, Speed 65§
Marshadow:Marshadow(802), Fighting/Ghost Type, HP 90125, Defense 80, Sp. Attack 90, Sp. Defense 90, Speed 125§
Poipole:Poipole(803), Poison Type, HP 6773, Defense 67, Sp. Attack 73, Sp. Defense 67, Speed 73§
Naganadel:Naganadel(804), Poison/Dragon Type, HP 7373, Defense 73, Sp. Attack 127, Sp. Defense 73, Speed 121§
Stakataka:Stakataka(805), Rock/Steel Type, HP 61131, Defense 211, Sp. Attack 53, Sp. Defense 101, Speed 13§
Blacephalon:Blacephalon(806), Fire/Ghost Type, HP 53127, Defense 53, Sp. Attack 151, Sp. Defense 79, Speed 107§
Zeraora:Zeraora(807), Electric Type, HP 88112, Defense 75, Sp. Attack 102, Sp. Defense 80, Speed 143§
Meltan:Meltan(808), Steel Type, HP 4665, Defense 65, Sp. Attack 55, Sp. Defense 35, Speed 34§
Melmetal:Melmetal(809), Steel Type, HP 135143, Defense 143, Sp. Attack 80, Sp. Defense 65, Speed 34§
Grookey:Grookey(810), Grass Type, HP 5065, Defense 50, Sp. Attack 40, Sp. Defense 40, Speed 65§
Thwackey:Thwackey(811), Grass Type, HP 7085, Defense 70, Sp. Attack 55, Sp. Defense 60, Speed 80§
Rillaboom:Rillaboom(812), Grass Type, HP 100125, Defense 90, Sp. Attack 60, Sp. Defense 70, Speed 85§
Scorbunny:Scorbunny(813), Fire Type, HP 5071, Defense 40, Sp. Attack 40, Sp. Defense 40, Speed 69§
Raboot:Raboot(814), Fire Type, HP 6586, Defense 60, Sp. Attack 55, Sp. Defense 60, Speed 94§
Cinderace:Cinderace(815), Fire Type, HP 80116, Defense 75, Sp. Attack 65, Sp. Defense 75, Speed 119§
Sobble:Sobble(816), Water Type, HP 5040, Defense 40, Sp. Attack 70, Sp. Defense 40, Speed 70§
Drizzile:Drizzile(817), Water Type, HP 6560, Defense 55, Sp. Attack 95, Sp. Defense 55, Speed 90§
Inteleon:Inteleon(818), Water Type, HP 7085, Defense 65, Sp. Attack 125, Sp. Defense 65, Speed 120§
Skwovet:Skwovet(819), Normal Type, HP 7055, Defense 55, Sp. Attack 35, Sp. Defense 35, Speed 25§
Greedent:Greedent(820), Normal Type, HP 12095, Defense 95, Sp. Attack 55, Sp. Defense 75, Speed 20§
Rookidee:Rookidee(821), Flying Type, HP 3847, Defense 35, Sp. Attack 33, Sp. Defense 35, Speed 57§
Corvisquire:Corvisquire(822), Flying Type, HP 6867, Defense 55, Sp. Attack 43, Sp. Defense 55, Speed 77§
Corviknight:Corviknight(823), Flying/Steel Type, HP 9887, Defense 105, Sp. Attack 53, Sp. Defense 85, Speed 67§
Blipbug:Blipbug(824), Bug Type, HP 2520, Defense 20, Sp. Attack 25, Sp. Defense 45, Speed 45§
Dottler:Dottler(825), Bug/Psychic Type, HP 5035, Defense 80, Sp. Attack 50, Sp. Defense 90, Speed 30§
Orbeetle:Orbeetle(826), Bug/Psychic Type, HP 6045, Defense 110, Sp. Attack 80, Sp. Defense 120, Speed 90§
Nickit:Nickit(827), Dark Type, HP 4028, Defense 28, Sp. Attack 47, Sp. Defense 52, Speed 50§
Thievul:Thievul(828), Dark Type, HP 7058, Defense 58, Sp. Attack 87, Sp. Defense 92, Speed 90§
Gossifleur:Gossifleur(829), Grass Type, HP 4040, Defense 60, Sp. Attack 40, Sp. Defense 60, Speed 10§
Eldegoss:Eldegoss(830), Grass Type, HP 6050, Defense 90, Sp. Attack 80, Sp. Defense 120, Speed 60§
Wooloo:Wooloo(831), Normal Type, HP 4240, Defense 55, Sp. Attack 40, Sp. Defense 45, Speed 48§
Dubwool:Dubwool(832), Normal Type, HP 7280, Defense 100, Sp. Attack 60, Sp. Defense 90, Speed 88§
Chewtle:Chewtle(833), Water Type, HP 5064, Defense 50, Sp. Attack 38, Sp. Defense 38, Speed 44§
Drednaw:Drednaw(834), Water/Rock Type, HP 90115, Defense 90, Sp. Attack 48, Sp. Defense 68, Speed 74§
Yamper:Yamper(835), Electric Type, HP 5945, Defense 50, Sp. Attack 40, Sp. Defense 50, Speed 26§
Boltund:Boltund(836), Electric Type, HP 6990, Defense 60, Sp. Attack 90, Sp. Defense 60, Speed 121§
Rolycoly:Rolycoly(837), Rock Type, HP 3040, Defense 50, Sp. Attack 40, Sp. Defense 50, Speed 30§
Carkol:Carkol(838), Rock/Fire Type, HP 8060, Defense 90, Sp. Attack 60, Sp. Defense 70, Speed 50§
Coalossal:Coalossal(839), Rock/Fire Type, HP 11080, Defense 120, Sp. Attack 80, Sp. Defense 90, Speed 30§
Applin:Applin(840), Grass/Dragon Type, HP 4040, Defense 80, Sp. Attack 40, Sp. Defense 40, Speed 20§
Flapple:Flapple(841), Grass/Dragon Type, HP 70110, Defense 80, Sp. Attack 95, Sp. Defense 60, Speed 70§
Appletun:Appletun(842), Grass/Dragon Type, HP 11085, Defense 80, Sp. Attack 100, Sp. Defense 80, Speed 30§
Silicobra:Silicobra(843), Ground Type, HP 5257, Defense 75, Sp. Attack 35, Sp. Defense 50, Speed 46§
Sandaconda:Sandaconda(844), Ground Type, HP 72107, Defense 125, Sp. Attack 65, Sp. Defense 70, Speed 71§
Cramorant:Cramorant(845), Flying/Water Type, HP 7085, Defense 55, Sp. Attack 85, Sp. Defense 95, Speed 85§
Arrokuda:Arrokuda(846), Water Type, HP 4163, Defense 40, Sp. Attack 40, Sp. Defense 30, Speed 66§
Barraskewda:Barraskewda(847), Water Type, HP 61123, Defense 60, Sp. Attack 60, Sp. Defense 50, Speed 136§
Toxel:Toxel(848), Electric/Poison Type, HP 4038, Defense 35, Sp. Attack 54, Sp. Defense 35, Speed 40§
Toxtricity:Toxtricity(849), Electric/Poison Type, HP 7598, Defense 70, Sp. Attack 114, Sp. Defense 70, Speed 75§
Sizzlipede:Sizzlipede(850), Fire/Bug Type, HP 5065, Defense 45, Sp. Attack 50, Sp. Defense 50, Speed 45§
Centiskorch:Centiskorch(851), Fire/Bug Type, HP 100115, Defense 65, Sp. Attack 90, Sp. Defense 90, Speed 65§
Clobbopus:Clobbopus(852), Fighting Type, HP 5068, Defense 60, Sp. Attack 50, Sp. Defense 50, Speed 32§
Grapploct:Grapploct(853), Fighting Type, HP 80118, Defense 90, Sp. Attack 70, Sp. Defense 80, Speed 42§
Sinistea:Sinistea(854), Ghost Type, HP 4045, Defense 45, Sp. Attack 74, Sp. Defense 54, Speed 50§
Polteageist:Polteageist(855), Ghost Type, HP 6065, Defense 65, Sp. Attack 134, Sp. Defense 114, Speed 70§
Hatenna:Hatenna(856), Psychic Type, HP 4230, Defense 45, Sp. Attack 56, Sp. Defense 53, Speed 39§
Hattrem:Hattrem(857), Psychic Type, HP 5740, Defense 65, Sp. Attack 86, Sp. Defense 73, Speed 49§
Hatterene:Hatterene(858), Psychic/Fairy Type, HP 5790, Defense 95, Sp. Attack 136, Sp. Defense 103, Speed 29§
Impidimp:Impidimp(859), Dark/Fairy Type, HP 4545, Defense 30, Sp. Attack 55, Sp. Defense 40, Speed 50§
Morgrem:Morgrem(860), Dark/Fairy Type, HP 6560, Defense 45, Sp. Attack 75, Sp. Defense 55, Speed 70§
Grimmsnarl:Grimmsnarl(861), Dark/Fairy Type, HP 95120, Defense 65, Sp. Attack 95, Sp. Defense 75, Speed 60§
Obstagoon:Obstagoon(862), Dark/Normal Type, HP 9390, Defense 101, Sp. Attack 60, Sp. Defense 81, Speed 95§
Perrserker:Perrserker(863), Steel Type, HP 70110, Defense 100, Sp. Attack 50, Sp. Defense 60, Speed 50§
Cursola:Cursola(864), Ghost Type, HP 6095, Defense 50, Sp. Attack 145, Sp. Defense 130, Speed 30§
Sirfetch'd:Sirfetch'd(865), Fighting Type, HP 62135, Defense 95, Sp. Attack 68, Sp. Defense 82, Speed 65§
Mr.Rime:Mr. Rime(866), Ice/Psychic Type, HP 8085, Defense 75, Sp. Attack 110, Sp. Defense 100, Speed 70§
Runerigus:Runerigus(867), Ground/Ghost Type, HP 5895, Defense 145, Sp. Attack 50, Sp. Defense 105, Speed 30§
Milcery:Milcery(868), Fairy Type, HP 4540, Defense 40, Sp. Attack 50, Sp. Defense 61, Speed 34§
Alcremie:Alcremie(869), Fairy Type, HP 6560, Defense 75, Sp. Attack 110, Sp. Defense 121, Speed 64§
Falinks:Falinks(870), Fighting Type, HP 65100, Defense 100, Sp. Attack 70, Sp. Defense 60, Speed 75§
Pincurchin:Pincurchin(871), Electric Type, HP 48101, Defense 95, Sp. Attack 91, Sp. Defense 85, Speed 15§
Snom:Snom(872), Ice/Bug Type, HP 3025, Defense 35, Sp. Attack 45, Sp. Defense 30, Speed 20§
Frosmoth:Frosmoth(873), Ice/Bug Type, HP 7065, Defense 60, Sp. Attack 125, Sp. Defense 90, Speed 65§
Stonjourner:Stonjourner(874), Rock Type, HP 100125, Defense 135, Sp. Attack 20, Sp. Defense 20, Speed 70§
Eiscue:Eiscue(875), Ice Type, HP 7580, Defense 110, Sp. Attack 65, Sp. Defense 90, Speed 50§
Indeedee:Indeedee(876), Psychic/Normal Type, HP 6065, Defense 55, Sp. Attack 105, Sp. Defense 95, Speed 95§
Morpeko:Morpeko(877), Electric/Dark Type, HP 5895, Defense 58, Sp. Attack 70, Sp. Defense 58, Speed 97§
Cufant:Cufant(878), Steel Type, HP 7280, Defense 49, Sp. Attack 40, Sp. Defense 49, Speed 40§
Copperajah:Copperajah(879), Steel Type, HP 122130, Defense 69, Sp. Attack 80, Sp. Defense 69, Speed 30§
Dracozolt:Dracozolt(880), Electric/Dragon Type, HP 90100, Defense 90, Sp. Attack 80, Sp. Defense 70, Speed 75§
Arctozolt:Arctozolt(881), Electric/Ice Type, HP 90100, Defense 90, Sp. Attack 90, Sp. Defense 80, Speed 55§
